Pt,T,Vf,Im,Vu,Sig,Ach,IERange,Over
815,816,-6.47781E-001,3.44604E-004,0.00000E+000,-6.47205E-001,0.00000E+000,9,...........
816,817,-6.47633E-001,3.46046E-004,0.00000E+000,-6.47055E-001,0.00000E+000,9,...........
817,818,-6.47483E-001,3.47433E-004,0.00000E+000,-6.46905E-001,0.00000E+000,9,...........
818,819,-6.47295E-001,3.49400E-004,0.00000E+000,-6.46705E-001,0.00000E+000,9,...........
819,820,-6.47139E-001,3.50908E-004,0.00000E+000,-6.46555E-001,0.00000E+000,9,...........
820,821,-6.46943E-001,3.52961E-004,0.00000E+000,-6.46355E-001,0.00000E+000,9,...........
821,822,-6.46797E-001,3.54404E-004,0.00000E+000,-6.46205E-001,0.00000E+000,9,...........
822,823,-6.46646E-001,3.55803E-004,0.00000E+000,-6.46055E-001,0.00000E+000,9,...........
823,824,-6.46428E-001,3.57861E-004,0.00000E+000,-6.45855E-001,0.00000E+000,9,...........
824,825,-6.46284E-001,3.59310E-004,0.00000E+000,-6.45705E-001,0.00000E+000,9,...........
825,826,-6.46137E-001,3.60823E-004,0.00000E+000,-6.45555E-001,0.00000E+000,9,...........
826,827,-6.45932E-001,3.62842E-004,0.00000E+000,-6.45355E-001,0.00000E+000,9,...........
827,828,-6.45791E-001,3.64331E-004,0.00000E+000,-6.45205E-001,0.00000E+000,9,...........
828,829,-6.45636E-001,3.65860E-004,0.00000E+000,-6.45055E-001,0.00000E+000,9,...........
829,830,-6.45437E-001,3.67860E-004,0.00000E+000,-6.44855E-001,0.00000E+000,9,...........
830,831,-6.45286E-001,3.69497E-004,0.00000E+000,-6.44705E-001,0.00000E+000,9,...........
831,832,-6.45134E-001,3.71043E-004,0.00000E+000,-6.44555E-001,0.00000E+000,9,...........
832,833,-6.44938E-001,3.73085E-004,0.00000E+000,-6.44355E-001,0.00000E+000,9,...........
833,834,-6.44787E-001,3.74571E-004,0.00000E+000,-6.44205E-001,0.00000E+000,9,...........
834,835,-6.44645E-001,3.76136E-004,0.00000E+000,-6.44055E-001,0.00000E+000,9,...........
835,836,-6.44445E-001,3.78328E-004,0.00000E+000,-6.43855E-001,0.00000E+000,9,...........
836,837,-6.44288E-001,3.79837E-004,0.00000E+000,-6.43705E-001,0.00000E+000,9,...........
837,838,-6.44141E-001,3.81421E-004,0.00000E+000,-6.43555E-001,0.00000E+000,9,...........
838,839,-6.43935E-001,3.83618E-004,0.00000E+000,-6.43355E-001,0.00000E+000,9,...........
839,840,-6.43786E-001,3.85181E-004,0.00000E+000,-6.43205E-001,0.00000E+000,9,...........
840,841,-6.43648E-001,3.86743E-004,0.00000E+000,-6.43055E-001,0.00000E+000,9,...........
841,842,-6.43447E-001,3.89028E-004,0.00000E+000,-6.42855E-001,0.00000E+000,9,...........
842,843,-6.43284E-001,3.90534E-004,0.00000E+000,-6.42705E-001,0.00000E+000,9,...........
843,844,-6.43132E-001,3.92166E-004,0.00000E+000,-6.42555E-001,0.00000E+000,9,...........
844,845,-6.42943E-001,3.94413E-004,0.00000E+000,-6.42355E-001,0.00000E+000,9,...........
845,846,-6.42795E-001,3.96153E-004,0.00000E+000,-6.42205E-001,0.00000E+000,9,...........
846,847,-6.42641E-001,3.97714E-004,0.00000E+000,-6.42055E-001,0.00000E+000,9,...........
847,848,-6.42439E-001,4.00073E-004,0.00000E+000,-6.41855E-001,0.00000E+000,9,...........
848,849,-6.42288E-001,4.01652E-004,0.00000E+000,-6.41705E-001,0.00000E+000,9,...........
849,850,-6.42142E-001,4.03273E-004,0.00000E+000,-6.41555E-001,0.00000E+000,9,...........
850,851,-6.41943E-001,4.05695E-004,0.00000E+000,-6.41355E-001,0.00000E+000,9,...........
851,852,-6.41796E-001,4.07306E-004,0.00000E+000,-6.41205E-001,0.00000E+000,9,...........
852,853,-6.41647E-001,4.09035E-004,0.00000E+000,-6.41055E-001,0.00000E+000,9,...........
853,854,-6.41444E-001,4.11291E-004,0.00000E+000,-6.40855E-001,0.00000E+000,9,...........
854,855,-6.41298E-001,4.13075E-004,0.00000E+000,-6.40705E-001,0.00000E+000,9,...........
855,856,-6.41147E-001,4.14710E-004,0.00000E+000,-6.40555E-001,0.00000E+000,9,...........
856,857,-6.40947E-001,4.17035E-004,0.00000E+000,-6.40355E-001,0.00000E+000,9,...........
857,858,-6.40801E-001,4.18824E-004,0.00000E+000,-6.40205E-001,0.00000E+000,9,...........
858,859,-6.40647E-001,4.20658E-004,0.00000E+000,-6.40055E-001,0.00000E+000,9,...........
859,860,-6.40449E-001,4.22895E-004,0.00000E+000,-6.39855E-001,0.00000E+000,9,...........
860,861,-6.40301E-001,4.24757E-004,0.00000E+000,-6.39705E-001,0.00000E+000,9,...........
861,862,-6.40151E-001,4.26439E-004,0.00000E+000,-6.39555E-001,0.00000E+000,9,...........
862,863,-6.39922E-001,4.28897E-004,0.00000E+000,-6.39355E-001,0.00000E+000,9,...........
863,864,-6.39782E-001,4.30663E-004,0.00000E+000,-6.39205E-001,0.00000E+000,9,...........
864,865,-6.39628E-001,4.32428E-004,0.00000E+000,-6.39055E-001,0.00000E+000,9,...........
865,866,-6.39430E-001,4.34865E-004,0.00000E+000,-6.38855E-001,0.00000E+000,9,...........
866,867,-6.39279E-001,4.36653E-004,0.00000E+000,-6.38705E-001,0.00000E+000,9,...........
867,868,-6.39122E-001,4.38507E-004,0.00000E+000,-6.38555E-001,0.00000E+000,9,...........
868,869,-6.38933E-001,4.41001E-004,0.00000E+000,-6.38355E-001,0.00000E+000,9,...........
869,870,-6.38776E-001,4.42926E-004,0.00000E+000,-6.38205E-001,0.00000E+000,9,...........
870,871,-6.38579E-001,4.45316E-004,0.00000E+000,-6.38005E-001,0.00000E+000,9,...........
871,872,-6.38441E-001,4.47295E-004,0.00000E+000,-6.37855E-001,0.00000E+000,9,...........
872,873,-6.38285E-001,4.49160E-004,0.00000E+000,-6.37705E-001,0.00000E+000,9,...........
873,874,-6.38086E-001,4.51594E-004,0.00000E+000,-6.37505E-001,0.00000E+000,9,...........
874,875,-6.37934E-001,4.53553E-004,0.00000E+000,-6.37355E-001,0.00000E+000,9,...........
875,876,-6.37781E-001,4.55411E-004,0.00000E+000,-6.37205E-001,0.00000E+000,9,...........
876,877,-6.37585E-001,4.58005E-004,0.00000E+000,-6.37005E-001,0.00000E+000,9,...........
877,878,-6.37434E-001,4.59894E-004,0.00000E+000,-6.36855E-001,0.00000E+000,9,...........
878,879,-6.37286E-001,4.61907E-004,0.00000E+000,-6.36705E-001,0.00000E+000,9,...........
879,880,-6.37093E-001,4.64443E-004,0.00000E+000,-6.36505E-001,0.00000E+000,9,...........
880,881,-6.36923E-001,4.66390E-004,0.00000E+000,-6.36355E-001,0.00000E+000,9,...........
881,882,-6.36779E-001,4.68241E-004,0.00000E+000,-6.36205E-001,0.00000E+000,9,...........
882,883,-6.36580E-001,4.70951E-004,0.00000E+000,-6.36005E-001,0.00000E+000,9,...........
883,884,-6.36436E-001,4.72967E-004,0.00000E+000,-6.35855E-001,0.00000E+000,9,...........
884,885,-6.36284E-001,4.74878E-004,0.00000E+000,-6.35705E-001,0.00000E+000,9,...........
885,886,-6.36082E-001,4.77481E-004,0.00000E+000,-6.35505E-001,0.00000E+000,9,...........
886,887,-6.35929E-001,4.79518E-004,0.00000E+000,-6.35355E-001,0.00000E+000,9,...........
887,888,-6.35787E-001,4.81482E-004,0.00000E+000,-6.35205E-001,0.00000E+000,9,...........
888,889,-6.35582E-001,4.84179E-004,0.00000E+000,-6.35005E-001,0.00000E+000,9,...........
889,890,-6.35432E-001,4.86291E-004,0.00000E+000,-6.34855E-001,0.00000E+000,9,...........
890,891,-6.35283E-001,4.88323E-004,0.00000E+000,-6.34705E-001,0.00000E+000,9,...........
891,892,-6.35094E-001,4.91158E-004,0.00000E+000,-6.34506E-001,0.00000E+000,9,...........
892,893,-6.34935E-001,4.93168E-004,0.00000E+000,-6.34355E-001,0.00000E+000,9,...........
893,894,-6.34790E-001,4.95150E-004,0.00000E+000,-6.34205E-001,0.00000E+000,9,...........
894,895,-6.34592E-001,4.98030E-004,0.00000E+000,-6.34006E-001,0.00000E+000,9,...........
895,896,-6.34435E-001,4.99992E-004,0.00000E+000,-6.33856E-001,0.00000E+000,9,...........
896,897,-6.34287E-001,5.02088E-004,0.00000E+000,-6.33705E-001,0.00000E+000,9,...........
897,898,-6.34093E-001,5.05087E-004,0.00000E+000,-6.33506E-001,0.00000E+000,9,...........
898,899,-6.33939E-001,5.07044E-004,0.00000E+000,-6.33356E-001,0.00000E+000,9,...........
899,900,-6.33797E-001,5.09108E-004,0.00000E+000,-6.33206E-001,0.00000E+000,9,...........
900,901,-6.33571E-001,5.11985E-004,0.00000E+000,-6.33006E-001,0.00000E+000,9,...........
901,902,-6.33427E-001,5.14222E-004,0.00000E+000,-6.32856E-001,0.00000E+000,9,...........
902,903,-6.33280E-001,5.16243E-004,0.00000E+000,-6.32706E-001,0.00000E+000,9,...........
903,904,-6.33077E-001,5.19079E-004,0.00000E+000,-6.32506E-001,0.00000E+000,9,...........
904,905,-6.32937E-001,5.21416E-004,0.00000E+000,-6.32356E-001,0.00000E+000,9,...........
905,906,-6.32788E-001,5.23424E-004,0.00000E+000,-6.32206E-001,0.00000E+000,9,...........
906,907,-6.32596E-001,5.26397E-004,0.00000E+000,-6.32006E-001,0.00000E+000,9,...........
907,908,-6.32448E-001,5.28606E-004,0.00000E+000,-6.31856E-001,0.00000E+000,9,...........
908,909,-6.32295E-001,5.30711E-004,0.00000E+000,-6.31706E-001,0.00000E+000,9,...........
909,910,-6.32080E-001,5.33693E-004,0.00000E+000,-6.31506E-001,0.00000E+000,9,...........
910,911,-6.31927E-001,5.35989E-004,0.00000E+000,-6.31356E-001,0.00000E+000,9,...........
911,912,-6.31786E-001,5.38160E-004,0.00000E+000,-6.31206E-001,0.00000E+000,9,...........
912,913,-6.31585E-001,5.41117E-004,0.00000E+000,-6.31006E-001,0.00000E+000,9,...........
913,914,-6.31442E-001,5.43501E-004,0.00000E+000,-6.30856E-001,0.00000E+000,9,...........
914,915,-6.31301E-001,5.45512E-004,0.00000E+000,-6.30706E-001,0.00000E+000,9,...........
915,916,-6.31102E-001,5.48691E-004,0.00000E+000,-6.30506E-001,0.00000E+000,9,...........
916,917,-6.30949E-001,5.51083E-004,0.00000E+000,-6.30356E-001,0.00000E+000,9,...........
917,918,-6.30757E-001,5.54100E-004,0.00000E+000,-6.30156E-001,0.00000E+000,9,...........
918,919,-6.30601E-001,5.56465E-004,0.00000E+000,-6.30006E-001,0.00000E+000,9,...........
919,920,-6.30434E-001,5.58834E-004,0.00000E+000,-6.29856E-001,0.00000E+000,9,...........
920,921,-6.30248E-001,5.61827E-004,0.00000E+000,-6.29656E-001,0.00000E+000,9,...........
921,922,-6.30090E-001,5.64049E-004,0.00000E+000,-6.29506E-001,0.00000E+000,9,...........
922,923,-6.29942E-001,5.66463E-004,0.00000E+000,-6.29356E-001,0.00000E+000,9,...........
923,924,-6.29756E-001,5.69550E-004,0.00000E+000,-6.29156E-001,0.00000E+000,9,...........
924,925,-6.29593E-001,5.72008E-004,0.00000E+000,-6.29006E-001,0.00000E+000,9,...........
925,926,-6.29455E-001,5.74226E-004,0.00000E+000,-6.28856E-001,0.00000E+000,9,...........
926,927,-6.29254E-001,5.77501E-004,0.00000E+000,-6.28656E-001,0.00000E+000,9,...........
927,928,-6.29107E-001,5.79887E-004,0.00000E+000,-6.28506E-001,0.00000E+000,9,...........
928,929,-6.28952E-001,5.82169E-004,0.00000E+000,-6.28356E-001,0.00000E+000,9,...........
929,930,-6.28747E-001,5.85325E-004,0.00000E+000,-6.28156E-001,0.00000E+000,9,...........
930,931,-6.28594E-001,5.87755E-004,0.00000E+000,-6.28006E-001,0.00000E+000,9,...........
931,932,-6.28449E-001,5.90220E-004,0.00000E+000,-6.27856E-001,0.00000E+000,9,...........
932,933,-6.28254E-001,5.93530E-004,0.00000E+000,-6.27656E-001,0.00000E+000,9,...........
933,934,-6.28107E-001,5.95908E-004,0.00000E+000,-6.27506E-001,0.00000E+000,9,...........
934,935,-6.27954E-001,5.98343E-004,0.00000E+000,-6.27356E-001,0.00000E+000,9,...........
935,936,-6.27758E-001,6.01579E-004,0.00000E+000,-6.27156E-001,0.00000E+000,9,...........
936,937,-6.27606E-001,6.04113E-004,0.00000E+000,-6.27006E-001,0.00000E+000,9,...........
937,938,-6.27468E-001,6.06512E-004,0.00000E+000,-6.26856E-001,0.00000E+000,9,...........
938,939,-6.27227E-001,6.09821E-004,0.00000E+000,-6.26656E-001,0.00000E+000,9,...........
939,940,-6.27079E-001,6.12434E-004,0.00000E+000,-6.26506E-001,0.00000E+000,9,...........
940,941,-6.26935E-001,6.14758E-004,0.00000E+000,-6.26356E-001,0.00000E+000,9,...........
941,942,-6.26732E-001,6.18297E-004,0.00000E+000,-6.26156E-001,0.00000E+000,9,...........
942,943,-6.26589E-001,6.20635E-004,0.00000E+000,-6.26006E-001,0.00000E+000,9,...........
943,944,-6.26439E-001,6.23313E-004,0.00000E+000,-6.25856E-001,0.00000E+000,9,...........
944,945,-6.26229E-001,6.26701E-004,0.00000E+000,-6.25656E-001,0.00000E+000,9,...........
945,946,-6.26087E-001,6.29396E-004,0.00000E+000,-6.25506E-001,0.00000E+000,9,...........
946,947,-6.25948E-001,6.31712E-004,0.00000E+000,-6.25356E-001,0.00000E+000,9,...........
947,948,-6.25736E-001,6.35283E-004,0.00000E+000,-6.25156E-001,0.00000E+000,9,...........
948,949,-6.25586E-001,6.38014E-004,0.00000E+000,-6.25006E-001,0.00000E+000,9,...........
949,950,-6.25443E-001,6.40397E-004,0.00000E+000,-6.24856E-001,0.00000E+000,9,...........
950,951,-6.25239E-001,6.43967E-004,0.00000E+000,-6.24656E-001,0.00000E+000,9,...........
951,952,-6.25093E-001,6.46639E-004,0.00000E+000,-6.24506E-001,0.00000E+000,9,...........
952,953,-6.24946E-001,6.49256E-004,0.00000E+000,-6.24356E-001,0.00000E+000,9,...........
953,954,-6.24736E-001,6.52947E-004,0.00000E+000,-6.24156E-001,0.00000E+000,9,...........
954,955,-6.24588E-001,6.55554E-004,0.00000E+000,-6.24006E-001,0.00000E+000,9,...........
955,956,-6.24437E-001,6.58038E-004,0.00000E+000,-6.23856E-001,0.00000E+000,9,...........
956,957,-6.24240E-001,6.61597E-004,0.00000E+000,-6.23656E-001,0.00000E+000,9,...........
957,958,-6.24082E-001,6.64398E-004,0.00000E+000,-6.23506E-001,0.00000E+000,9,...........
958,959,-6.23930E-001,6.66987E-004,0.00000E+000,-6.23356E-001,0.00000E+000,9,...........
959,960,-6.23733E-001,6.70726E-004,0.00000E+000,-6.23156E-001,0.00000E+000,9,...........
960,961,-6.23595E-001,6.73411E-004,0.00000E+000,-6.23006E-001,0.00000E+000,9,...........
961,962,-6.23437E-001,6.76076E-004,0.00000E+000,-6.22856E-001,0.00000E+000,9,...........
962,963,-6.23246E-001,6.79718E-004,0.00000E+000,-6.22656E-001,0.00000E+000,9,...........
963,964,-6.23095E-001,6.82621E-004,0.00000E+000,-6.22506E-001,0.00000E+000,9,...........
964,965,-6.22892E-001,6.86232E-004,0.00000E+000,-6.22306E-001,0.00000E+000,9,...........
965,966,-6.22740E-001,6.88961E-004,0.00000E+000,-6.22156E-001,0.00000E+000,9,...........
966,967,-6.22589E-001,6.91751E-004,0.00000E+000,-6.22006E-001,0.00000E+000,9,...........
967,968,-6.22389E-001,6.95455E-004,0.00000E+000,-6.21806E-001,0.00000E+000,9,...........
968,969,-6.22246E-001,6.98333E-004,0.00000E+000,-6.21656E-001,0.00000E+000,9,...........
969,970,-6.22093E-001,7.01158E-004,0.00000E+000,-6.21506E-001,0.00000E+000,9,...........
970,971,-6.21895E-001,7.04865E-004,0.00000E+000,-6.21306E-001,0.00000E+000,9,...........
971,972,-6.21745E-001,7.07698E-004,0.00000E+000,-6.21156E-001,0.00000E+000,9,...........
972,973,-6.21590E-001,7.10623E-004,0.00000E+000,-6.21006E-001,0.00000E+000,9,...........
973,974,-6.21395E-001,7.14349E-004,0.00000E+000,-6.20806E-001,0.00000E+000,9,...........
974,975,-6.21249E-001,7.17116E-004,0.00000E+000,-6.20656E-001,0.00000E+000,9,...........
975,976,-6.21088E-001,7.20056E-004,0.00000E+000,-6.20506E-001,0.00000E+000,9,...........
976,977,-6.20879E-001,7.23869E-004,0.00000E+000,-6.20306E-001,0.00000E+000,9,...........
977,978,-6.20733E-001,7.26742E-004,0.00000E+000,-6.20156E-001,0.00000E+000,9,...........
978,979,-6.20586E-001,7.29685E-004,0.00000E+000,-6.20006E-001,0.00000E+000,9,...........
979,980,-6.20379E-001,7.33593E-004,0.00000E+000,-6.19806E-001,0.00000E+000,9,...........
980,981,-6.20231E-001,7.36402E-004,0.00000E+000,-6.19656E-001,0.00000E+000,9,...........
981,982,-6.20083E-001,7.39486E-004,0.00000E+000,-6.19506E-001,0.00000E+000,9,...........
982,983,-6.19879E-001,7.43450E-004,0.00000E+000,-6.19306E-001,0.00000E+000,9,...........
983,984,-6.19732E-001,7.46391E-004,0.00000E+000,-6.19156E-001,0.00000E+000,9,...........
984,985,-6.19584E-001,7.49288E-004,0.00000E+000,-6.19006E-001,0.00000E+000,9,...........
985,986,-6.19384E-001,7.53329E-004,0.00000E+000,-6.18806E-001,0.00000E+000,9,...........
986,987,-6.19243E-001,7.56450E-004,0.00000E+000,-6.18657E-001,0.00000E+000,9,...........
987,988,-6.19089E-001,7.59108E-004,0.00000E+000,-6.18506E-001,0.00000E+000,9,...........
988,989,-6.18887E-001,7.63285E-004,0.00000E+000,-6.18307E-001,0.00000E+000,9,...........
989,990,-6.18739E-001,7.66193E-004,0.00000E+000,-6.18157E-001,0.00000E+000,9,...........
990,991,-6.18589E-001,7.69264E-004,0.00000E+000,-6.18007E-001,0.00000E+000,9,...........
991,992,-6.18385E-001,7.73286E-004,0.00000E+000,-6.17807E-001,0.00000E+000,9,...........
992,993,-6.18241E-001,7.76307E-004,0.00000E+000,-6.17657E-001,0.00000E+000,9,...........
993,994,-6.18089E-001,7.79299E-004,0.00000E+000,-6.17507E-001,0.00000E+000,9,...........
994,995,-6.17887E-001,7.83558E-004,0.00000E+000,-6.17307E-001,0.00000E+000,9,...........
995,996,-6.17739E-001,7.86578E-004,0.00000E+000,-6.17157E-001,0.00000E+000,9,...........
996,997,-6.17583E-001,7.89663E-004,0.00000E+000,-6.17007E-001,0.00000E+000,9,...........
997,998,-6.17383E-001,7.93763E-004,0.00000E+000,-6.16807E-001,0.00000E+000,9,...........
998,999,-6.17243E-001,7.96825E-004,0.00000E+000,-6.16657E-001,0.00000E+000,9,...........
999,1000,-6.17091E-001,7.99890E-004,0.00000E+000,-6.16507E-001,0.00000E+000,9,...........
1000,1001,-6.16895E-001,8.04125E-004,0.00000E+000,-6.16307E-001,0.00000E+000,9,...........
1001,1002,-6.16747E-001,8.07197E-004,0.00000E+000,-6.16157E-001,0.00000E+000,9,...........
1002,1003,-6.16595E-001,8.10431E-004,0.00000E+000,-6.16007E-001,0.00000E+000,9,...........
1003,1004,-6.16402E-001,8.14613E-004,0.00000E+000,-6.15807E-001,0.00000E+000,9,...........
1004,1005,-6.16251E-001,8.17706E-004,0.00000E+000,-6.15657E-001,0.00000E+000,9,...........
1005,1006,-6.16087E-001,8.20866E-004,0.00000E+000,-6.15507E-001,0.00000E+000,9,...........
1006,1007,-6.15888E-001,8.25221E-004,0.00000E+000,-6.15307E-001,0.00000E+000,9,...........
1007,1008,-6.15742E-001,8.28221E-004,0.00000E+000,-6.15157E-001,0.00000E+000,9,...........
1008,1009,-6.15594E-001,8.31333E-004,0.00000E+000,-6.15007E-001,0.00000E+000,9,...........
1009,1010,-6.15391E-001,8.35736E-004,0.00000E+000,-6.14807E-001,0.00000E+000,9,...........
1010,1011,-6.15251E-001,8.38978E-004,0.00000E+000,-6.14657E-001,0.00000E+000,9,...........
1011,1012,-6.15098E-001,8.42185E-004,0.00000E+000,-6.14507E-001,0.00000E+000,9,...........
1012,1013,-6.14902E-001,8.46664E-004,0.00000E+000,-6.14307E-001,0.00000E+000,9,...........
1013,1014,-6.14759E-001,8.49794E-004,0.00000E+000,-6.14157E-001,0.00000E+000,9,...........
1014,1015,-6.14534E-001,8.54247E-004,0.00000E+000,-6.13957E-001,0.00000E+000,9,...........
1015,1016,-6.14382E-001,8.57529E-004,0.00000E+000,-6.13807E-001,0.00000E+000,9,...........
1016,1017,-6.14238E-001,8.60752E-004,0.00000E+000,-6.13657E-001,0.00000E+000,9,...........
1017,1018,-6.14037E-001,8.65182E-004,0.00000E+000,-6.13457E-001,0.00000E+000,9,...........
1018,1019,-6.13889E-001,8.68359E-004,0.00000E+000,-6.13307E-001,0.00000E+000,9,...........
1019,1020,-6.13751E-001,8.71745E-004,0.00000E+000,-6.13157E-001,0.00000E+000,9,...........
1020,1021,-6.13539E-001,8.76282E-004,0.00000E+000,-6.12957E-001,0.00000E+000,9,...........
1021,1022,-6.13392E-001,8.79368E-004,0.00000E+000,-6.12807E-001,0.00000E+000,9,...........
1022,1023,-6.13240E-001,8.82571E-004,0.00000E+000,-6.12657E-001,0.00000E+000,9,...........
1023,1024,-6.13041E-001,8.87400E-004,0.00000E+000,-6.12457E-001,0.00000E+000,9,...........
1024,1025,-6.12881E-001,8.91451E-004,0.00000E+000,-6.12307E-001,0.00000E+000,10,...........
1025,1026,-6.12735E-001,8.94637E-004,0.00000E+000,-6.12157E-001,0.00000E+000,10,...........
1026,1027,-6.12538E-001,8.99457E-004,0.00000E+000,-6.11957E-001,0.00000E+000,10,...........
1027,1028,-6.12377E-001,9.02703E-004,0.00000E+000,-6.11807E-001,0.00000E+000,10,...........
1028,1029,-6.12236E-001,9.05759E-004,0.00000E+000,-6.11657E-001,0.00000E+000,10,...........
1029,1030,-6.12042E-001,9.10631E-004,0.00000E+000,-6.11457E-001,0.00000E+000,10,...........
1030,1031,-6.11881E-001,9.13790E-004,0.00000E+000,-6.11307E-001,0.00000E+000,10,...........
1031,1032,-6.11744E-001,9.17407E-004,0.00000E+000,-6.11157E-001,0.00000E+000,10,...........
1032,1033,-6.11536E-001,9.21852E-004,0.00000E+000,-6.10957E-001,0.00000E+000,10,...........
1033,1034,-6.11375E-001,9.25328E-004,0.00000E+000,-6.10807E-001,0.00000E+000,10,...........
1034,1035,-6.11228E-001,9.28695E-004,0.00000E+000,-6.10657E-001,0.00000E+000,10,...........
1035,1036,-6.11039E-001,9.33349E-004,0.00000E+000,-6.10457E-001,0.00000E+000,10,...........
1036,1037,-6.10881E-001,9.37032E-004,0.00000E+000,-6.10307E-001,0.00000E+000,10,...........
1037,1038,-6.10731E-001,9.40156E-004,0.00000E+000,-6.10157E-001,0.00000E+000,10,...........
1038,1039,-6.10536E-001,9.45046E-004,0.00000E+000,-6.09957E-001,0.00000E+000,10,...........
1039,1040,-6.10385E-001,9.48444E-004,0.00000E+000,-6.09807E-001,0.00000E+000,10,...........
1040,1041,-6.10235E-001,9.51889E-004,0.00000E+000,-6.09657E-001,0.00000E+000,10,...........
1041,1042,-6.10038E-001,9.56810E-004,0.00000E+000,-6.09457E-001,0.00000E+000,10,...........
1042,1043,-6.09885E-001,9.60290E-004,0.00000E+000,-6.09307E-001,0.00000E+000,10,...........
1043,1044,-6.09742E-001,9.63501E-004,0.00000E+000,-6.09157E-001,0.00000E+000,10,...........
1044,1045,-6.09543E-001,9.68564E-004,0.00000E+000,-6.08957E-001,0.00000E+000,10,...........
1045,1046,-6.09387E-001,9.71824E-004,0.00000E+000,-6.08807E-001,0.00000E+000,10,...........
1046,1047,-6.09238E-001,9.75424E-004,0.00000E+000,-6.08657E-001,0.00000E+000,10,...........
1047,1048,-6.09037E-001,9.80437E-004,0.00000E+000,-6.08457E-001,0.00000E+000,10,...........
1048,1049,-6.08884E-001,9.83974E-004,0.00000E+000,-6.08307E-001,0.00000E+000,10,...........
1049,1050,-6.08737E-001,9.87465E-004,0.00000E+000,-6.08157E-001,0.00000E+000,10,...........
1050,1051,-6.08539E-001,9.92467E-004,0.00000E+000,-6.07957E-001,0.00000E+000,10,...........
1051,1052,-6.08402E-001,9.96151E-004,0.00000E+000,-6.07807E-001,0.00000E+000,10,...........
1052,1053,-6.08240E-001,9.99758E-004,0.00000E+000,-6.07657E-001,0.00000E+000,10,...........
1053,1054,-6.08034E-001,1.00454E-003,0.00000E+000,-6.07457E-001,0.00000E+000,10,...........
1054,1055,-6.07886E-001,1.00811E-003,0.00000E+000,-6.07307E-001,0.00000E+000,10,...........
1055,1056,-6.07737E-001,1.01176E-003,0.00000E+000,-6.07157E-001,0.00000E+000,10,...........
