Pt,T,Vf,Im,Vu,Sig,Ach,IERange,Over
0,0.99998,-7.62532E-001,4.77802E-006,0.00000E+000,-7.62600E-001,8.21960E-004,6,...........
1,1.99995,-7.63774E-001,4.67227E-006,0.00000E+000,-7.62600E-001,8.21960E-004,6,...........
2,2.99993,-7.63774E-001,4.54202E-006,0.00000E+000,-7.62800E-001,4.21960E-004,6,...........
3,3.9999,-7.63974E-001,4.44702E-006,0.00000E+000,-7.62950E-001,8.21960E-004,6,...........
4,4.99988,-7.64174E-001,4.37077E-006,0.00000E+000,-7.63100E-001,3.21960E-004,6,...........
5,5.99985,-7.64474E-001,4.27802E-006,0.00000E+000,-7.63300E-001,7.21960E-004,6,...........
6,6.99983,-7.64474E-001,4.21677E-006,0.00000E+000,-7.63450E-001,4.21960E-004,6,...........
7,7.9998,-7.64574E-001,4.15202E-006,0.00000E+000,-7.63600E-001,1.21960E-004,6,...........
8,8.99977,-7.64874E-001,4.07527E-006,0.00000E+000,-7.63800E-001,5.21960E-004,6,...........
9,9.9998,-7.65074E-001,4.02102E-006,0.00000E+000,-7.63950E-001,7.21960E-004,6,...........
10,10.9997,-7.65074E-001,3.96352E-006,0.00000E+000,-7.64100E-001,6.21960E-004,6,...........
11,11.9997,-7.65274E-001,3.89577E-006,0.00000E+000,-7.64300E-001,2.21960E-004,6,...........
12,12.9997,-7.65474E-001,3.85077E-006,0.00000E+000,-7.64450E-001,1.21960E-004,6,...........
13,13.9997,-7.65574E-001,3.80402E-006,0.00000E+000,-7.64600E-001,8.21960E-004,6,...........
14,14.9996,-7.65874E-001,3.74352E-006,0.00000E+000,-7.64800E-001,8.21960E-004,6,...........
15,15.9996,-7.65974E-001,3.69102E-006,0.00000E+000,-7.64950E-001,4.21960E-004,6,...........
16,16.9996,-7.66174E-001,3.64602E-006,0.00000E+000,-7.65100E-001,3.21960E-004,6,...........
17,17.9995,-7.66374E-001,3.58752E-006,0.00000E+000,-7.65300E-001,4.21960E-004,6,...........
18,18.9995,-7.66474E-001,3.54477E-006,0.00000E+000,-7.65450E-001,3.21960E-004,6,...........
19,19.9995,-7.66574E-001,3.50302E-006,0.00000E+000,-7.65600E-001,5.21960E-004,6,...........
20,20.9995,-7.66874E-001,3.44702E-006,0.00000E+000,-7.65800E-001,2.21960E-004,6,...........
21,21.9995,-7.66874E-001,3.40552E-006,0.00000E+000,-7.65950E-001,1.21960E-004,6,...........
22,22.9994,-7.67074E-001,3.36077E-006,0.00000E+000,-7.66100E-001,3.21960E-004,6,...........
23,23.9994,-7.67274E-001,3.30777E-006,0.00000E+000,-7.66300E-001,4.21960E-004,6,...........
24,24.9994,-7.67474E-001,3.27602E-006,0.00000E+000,-7.66450E-001,4.21960E-004,6,...........
25,25.9994,-7.67574E-001,3.22977E-006,0.00000E+000,-7.66600E-001,4.21960E-004,6,...........
26,26.9993,-7.67874E-001,3.17452E-006,0.00000E+000,-7.66800E-001,3.21960E-004,6,...........
27,27.9993,-7.67974E-001,3.13702E-006,0.00000E+000,-7.66950E-001,5.21960E-004,6,...........
28,28.9993,-7.68174E-001,3.10127E-006,0.00000E+000,-7.67100E-001,5.21960E-004,6,...........
29,29.9993,-7.68374E-001,3.04702E-006,0.00000E+000,-7.67300E-001,4.21960E-004,6,...........
30,30.9992,-7.68374E-001,3.01227E-006,0.00000E+000,-7.67450E-001,3.21960E-004,6,...........
31,31.9992,-7.68674E-001,2.97602E-006,0.00000E+000,-7.67600E-001,8.21960E-004,6,...........
32,32.9992,-7.68874E-001,2.92202E-006,0.00000E+000,-7.67800E-001,1.21960E-004,6,...........
33,33.9991,-7.69074E-001,2.89027E-006,0.00000E+000,-7.67950E-001,3.21960E-004,6,...........
34,34.9991,-7.69174E-001,2.85027E-006,0.00000E+000,-7.68100E-001,8.21960E-004,6,...........
35,35.9991,-7.69374E-001,2.80377E-006,0.00000E+000,-7.68300E-001,2.21960E-004,6,...........
36,36.9991,-7.69474E-001,2.76752E-006,0.00000E+000,-7.68450E-001,1.21960E-004,6,...........
37,37.9991,-7.69674E-001,2.73127E-006,0.00000E+000,-7.68600E-001,3.21960E-004,6,...........
38,38.999,-7.69874E-001,2.68427E-006,0.00000E+000,-7.68800E-001,3.21960E-004,6,...........
39,39.999,-7.70074E-001,2.65702E-006,0.00000E+000,-7.68950E-001,7.21960E-004,6,...........
40,40.999,-7.70174E-001,2.60077E-006,0.00000E+000,-7.69150E-001,3.21960E-004,6,...........
41,41.999,-7.70274E-001,2.56927E-006,0.00000E+000,-7.69300E-001,1.21960E-004,6,...........
42,42.9989,-7.70474E-001,2.53502E-006,0.00000E+000,-7.69450E-001,3.21960E-004,6,...........
43,43.9989,-7.70674E-001,2.48952E-006,0.00000E+000,-7.69650E-001,3.21960E-004,6,...........
44,44.9989,-7.70874E-001,2.45402E-006,0.00000E+000,-7.69800E-001,2.19600E-005,6,...........
45,45.9989,-7.70874E-001,2.42227E-006,0.00000E+000,-7.69950E-001,1.21960E-004,6,...........
46,46.9988,-7.71174E-001,2.37527E-006,0.00000E+000,-7.70150E-001,2.21960E-004,6,...........
47,47.9988,-7.71274E-001,2.34327E-006,0.00000E+000,-7.70300E-001,3.21960E-004,6,...........
48,48.9988,-7.71474E-001,2.31127E-006,0.00000E+000,-7.70450E-001,2.21960E-004,6,...........
49,49.9988,-7.71574E-001,2.26552E-006,0.00000E+000,-7.70650E-001,3.21960E-004,6,...........
50,50.9987,-7.71774E-001,2.23177E-006,0.00000E+000,-7.70800E-001,7.21960E-004,6,...........
51,51.9987,-7.71874E-001,2.19777E-006,0.00000E+000,-7.70950E-001,1.21960E-004,6,...........
52,52.9987,-7.72074E-001,2.15452E-006,0.00000E+000,-7.71150E-001,3.21960E-004,6,...........
53,53.9986,-7.72274E-001,2.12177E-006,0.00000E+000,-7.71300E-001,3.21960E-004,6,...........
54,54.9986,-7.72374E-001,2.09102E-006,0.00000E+000,-7.71450E-001,3.21960E-004,6,...........
55,55.9986,-7.72674E-001,2.04252E-006,0.00000E+000,-7.71650E-001,7.21960E-004,6,...........
56,56.9986,-7.72674E-001,2.01252E-006,0.00000E+000,-7.71800E-001,1.21960E-004,6,...........
57,57.9986,-7.72874E-001,1.98927E-006,0.00000E+000,-7.71950E-001,2.21960E-004,6,...........
58,58.9985,-7.73074E-001,1.93427E-006,0.00000E+000,-7.72150E-001,1.21960E-004,6,...........
59,59.9985,-7.73274E-001,1.90977E-006,0.00000E+000,-7.72300E-001,1.21960E-004,6,...........
60,60.9985,-7.73474E-001,1.87902E-006,0.00000E+000,-7.72450E-001,4.21960E-004,6,...........
61,61.9985,-7.73674E-001,1.83277E-006,0.00000E+000,-7.72650E-001,6.21960E-004,6,...........
62,62.9984,-7.73874E-001,1.80177E-006,0.00000E+000,-7.72800E-001,8.21960E-004,6,...........
63,63.9984,-7.73974E-001,1.77227E-006,0.00000E+000,-7.72950E-001,1.21960E-004,6,...........
64,64.9984,-7.74174E-001,1.72877E-006,0.00000E+000,-7.73150E-001,4.21960E-004,6,...........
65,65.9984,-7.74274E-001,1.69377E-006,0.00000E+000,-7.73300E-001,5.21960E-004,6,...........
66,66.9983,-7.74474E-001,1.67352E-006,0.00000E+000,-7.73450E-001,4.21960E-004,6,...........
67,67.9983,-7.74674E-001,1.62727E-006,0.00000E+000,-7.73650E-001,7.21960E-004,6,...........
68,68.9983,-7.74774E-001,1.59552E-006,0.00000E+000,-7.73800E-001,2.21960E-004,6,...........
69,69.9983,-7.74874E-001,1.57127E-006,0.00000E+000,-7.73950E-001,3.21960E-004,6,...........
70,70.9982,-7.75174E-001,1.52402E-006,0.00000E+000,-7.74150E-001,1.21960E-004,6,...........
71,71.9982,-7.75274E-001,1.50202E-006,0.00000E+000,-7.74300E-001,4.21960E-004,6,...........
72,72.9982,-7.75474E-001,1.46952E-006,0.00000E+000,-7.74450E-001,1.21960E-004,6,...........
73,73.9982,-7.75574E-001,1.42527E-006,0.00000E+000,-7.74650E-001,1.21960E-004,6,...........
74,74.9981,-7.75874E-001,1.39177E-006,0.00000E+000,-7.74800E-001,3.21960E-004,6,...........
75,75.9981,-7.75974E-001,1.36877E-006,0.00000E+000,-7.74950E-001,2.21960E-004,6,...........
76,76.9981,-7.76274E-001,1.32577E-006,0.00000E+000,-7.75150E-001,7.21960E-004,6,...........
77,77.9981,-7.76374E-001,1.29977E-006,0.00000E+000,-7.75300E-001,5.21960E-004,6,...........
78,78.998,-7.76474E-001,1.27227E-006,0.00000E+000,-7.75450E-001,8.21960E-004,6,...........
79,79.998,-7.76674E-001,1.22527E-006,0.00000E+000,-7.75650E-001,2.21960E-004,6,...........
80,80.998,-7.76674E-001,1.20202E-006,0.00000E+000,-7.75800E-001,3.21960E-004,6,...........
81,81.998,-7.76874E-001,1.16852E-006,0.00000E+000,-7.75950E-001,1.21960E-004,6,...........
82,82.9979,-7.77074E-001,1.13377E-006,0.00000E+000,-7.76150E-001,1.21960E-004,6,...........
83,83.9979,-7.77374E-001,1.10527E-006,0.00000E+000,-7.76300E-001,4.21960E-004,6,...........
84,84.9979,-7.77374E-001,1.07577E-006,0.00000E+000,-7.76450E-001,1.21960E-004,6,...........
85,85.9978,-7.77674E-001,1.03852E-006,0.00000E+000,-7.76650E-001,3.21960E-004,6,...........
86,86.9978,-7.77774E-001,1.01252E-006,0.00000E+000,-7.76800E-001,2.21960E-004,6,...........
87,87.9978,-7.77874E-001,9.83522E-007,0.00000E+000,-7.76950E-001,4.21960E-004,6,...........
88,88.9978,-7.78174E-001,9.42272E-007,0.00000E+000,-7.77150E-001,1.21960E-004,6,...........
89,89.9977,-7.78174E-001,9.17772E-007,0.00000E+000,-7.77300E-001,2.21960E-004,6,...........
90,90.9977,-7.78474E-001,8.75022E-007,0.00000E+000,-7.77500E-001,3.21960E-004,6,...........
91,91.9977,-7.78574E-001,8.51522E-007,0.00000E+000,-7.77650E-001,3.21960E-004,6,...........
92,92.9977,-7.78874E-001,8.21772E-007,0.00000E+000,-7.77800E-001,4.21960E-004,6,...........
93,93.9977,-7.78974E-001,7.86022E-007,0.00000E+000,-7.78000E-001,3.21960E-004,6,...........
94,94.9976,-7.79174E-001,7.56522E-007,0.00000E+000,-7.78150E-001,4.21960E-004,6,...........
95,95.998,-7.79274E-001,7.30772E-007,0.00000E+000,-7.78300E-001,8.21960E-004,6,...........
96,96.998,-7.79474E-001,6.94772E-007,0.00000E+000,-7.78500E-001,1.21960E-004,6,...........
97,97.998,-7.79574E-001,6.68022E-007,0.00000E+000,-7.78650E-001,1.21960E-004,6,...........
98,98.998,-7.79774E-001,6.41522E-007,0.00000E+000,-7.78800E-001,7.21960E-004,6,...........
99,99.998,-7.80074E-001,6.05772E-007,0.00000E+000,-7.79000E-001,4.21960E-004,6,...........
100,100.997,-7.80274E-001,5.50151E-007,0.00000E+000,-7.79150E-001,4.21960E-004,5,...........
101,101.997,-7.80374E-001,5.29576E-007,0.00000E+000,-7.79300E-001,3.21960E-004,5,...........
102,102.997,-7.80574E-001,4.94151E-007,0.00000E+000,-7.79500E-001,4.21960E-004,5,...........
103,103.997,-7.80674E-001,4.71051E-007,0.00000E+000,-7.79650E-001,4.21960E-004,5,...........
104,104.997,-7.80874E-001,4.44526E-007,0.00000E+000,-7.79800E-001,8.21960E-004,5,...........
105,105.997,-7.80974E-001,4.08326E-007,0.00000E+000,-7.80000E-001,1.21960E-004,5,...........
106,106.997,-7.81174E-001,3.85801E-007,0.00000E+000,-7.80150E-001,3.21960E-004,5,...........
107,107.997,-7.81474E-001,3.58651E-007,0.00000E+000,-7.80300E-001,8.21960E-004,5,...........
108,108.997,-7.81574E-001,3.23701E-007,0.00000E+000,-7.80500E-001,7.21960E-004,5,...........
109,109.997,-7.81674E-001,3.01951E-007,0.00000E+000,-7.80650E-001,5.21960E-004,5,...........
110,110.997,-7.81874E-001,2.78051E-007,0.00000E+000,-7.80800E-001,2.21960E-004,5,...........
111,111.997,-7.81974E-001,2.43401E-007,0.00000E+000,-7.81000E-001,3.21960E-004,5,...........
112,112.997,-7.82174E-001,2.17601E-007,0.00000E+000,-7.81150E-001,1.21960E-004,5,...........
113,113.997,-7.82274E-001,1.94151E-007,0.00000E+000,-7.81300E-001,8.21960E-004,5,...........
114,114.997,-7.82474E-001,1.55701E-007,0.00000E+000,-7.81500E-001,1.21960E-004,5,...........
115,115.997,-7.82674E-001,1.39076E-007,0.00000E+000,-7.81650E-001,6.21960E-004,5,...........
116,116.997,-7.82774E-001,1.14151E-007,0.00000E+000,-7.81800E-001,3.21960E-004,5,...........
117,117.997,-7.83074E-001,7.82760E-008,0.00000E+000,-7.82000E-001,2.21960E-004,5,...........
118,118.997,-7.82974E-001,5.51760E-008,0.00000E+000,-7.82150E-001,1.21960E-004,5,...........
119,119.997,-7.83274E-001,1.47694E-008,0.00000E+000,-7.82300E-001,6.21960E-004,4,...........
120,120.997,-7.83374E-001,-5.77306E-009,0.00000E+000,-7.82500E-001,4.21960E-004,4,...........
121,121.997,-7.83474E-001,-2.15656E-008,0.00000E+000,-7.82650E-001,2.21960E-004,4,...........
122,122.997,-7.83674E-001,-3.84981E-008,0.00000E+000,-7.82800E-001,2.19600E-005,4,...........
123,123.997,-7.83874E-001,-6.17606E-008,0.00000E+000,-7.83000E-001,2.19600E-005,4,...........
124,124.997,-7.83974E-001,-7.78881E-008,0.00000E+000,-7.83150E-001,6.21960E-004,4,...........
125,125.997,-7.84174E-001,-1.34649E-007,0.00000E+000,-7.83300E-001,2.19600E-005,5,...........
126,126.997,-7.84374E-001,-1.63124E-007,0.00000E+000,-7.83500E-001,3.21960E-004,5,...........
127,127.997,-7.84574E-001,-1.81424E-007,0.00000E+000,-7.83650E-001,2.21960E-004,5,...........
128,128.997,-7.84674E-001,-2.05699E-007,0.00000E+000,-7.83800E-001,3.21960E-004,5,...........
129,129.997,-7.84774E-001,-2.45149E-007,0.00000E+000,-7.84000E-001,1.21960E-004,5,...........
130,130.997,-7.85074E-001,-2.62149E-007,0.00000E+000,-7.84150E-001,3.21960E-004,5,...........
131,131.997,-7.85174E-001,-2.87399E-007,0.00000E+000,-7.84300E-001,2.19600E-005,5,...........
132,132.997,-7.85474E-001,-3.14499E-007,0.00000E+000,-7.84500E-001,2.21960E-004,5,...........
133,133.997,-7.85474E-001,-3.41549E-007,0.00000E+000,-7.84650E-001,2.19600E-005,5,...........
134,134.997,-7.85774E-001,-3.64749E-007,0.00000E+000,-7.84800E-001,2.19600E-005,5,...........
135,135.997,-7.85874E-001,-3.96849E-007,0.00000E+000,-7.85000E-001,1.21960E-004,5,...........
136,136.997,-7.86074E-001,-4.18299E-007,0.00000E+000,-7.85150E-001,1.21960E-004,5,...........
137,137.997,-7.86274E-001,-4.47524E-007,0.00000E+000,-7.85350E-001,1.21960E-004,5,...........
138,138.997,-7.86274E-001,-4.66899E-007,0.00000E+000,-7.85500E-001,2.19600E-005,5,...........
139,139.997,-7.86474E-001,-4.91049E-007,0.00000E+000,-7.85650E-001,1.21960E-004,5,...........
140,140.996,-7.86774E-001,-5.23549E-007,0.00000E+000,-7.85850E-001,5.21960E-004,5,...........
141,141.996,-7.86874E-001,-5.46149E-007,0.00000E+000,-7.86000E-001,3.21960E-004,5,...........
142,142.996,-7.86974E-001,-5.66999E-007,0.00000E+000,-7.86150E-001,1.21960E-004,5,...........
143,143.996,-7.87274E-001,-5.99524E-007,0.00000E+000,-7.86350E-001,1.21960E-004,5,...........
144,144.996,-7.87274E-001,-6.18749E-007,0.00000E+000,-7.86500E-001,2.21960E-004,5,...........
145,145.996,-7.87474E-001,-6.42824E-007,0.00000E+000,-7.86650E-001,1.21960E-004,5,...........
146,146.996,-7.87674E-001,-6.73399E-007,0.00000E+000,-7.86850E-001,4.21960E-004,5,...........
147,147.996,-7.88074E-001,-7.27728E-007,0.00000E+000,-7.87000E-001,6.21960E-004,6,...........
148,148.996,-7.88074E-001,-7.42728E-007,0.00000E+000,-7.87150E-001,2.21960E-004,6,...........
149,149.996,-7.88274E-001,-7.74728E-007,0.00000E+000,-7.87350E-001,1.21960E-004,6,...........
150,150.996,-7.88374E-001,-7.98978E-007,0.00000E+000,-7.87500E-001,2.21960E-004,6,...........
151,151.996,-7.88574E-001,-8.20478E-007,0.00000E+000,-7.87650E-001,5.21960E-004,6,...........
152,152.996,-7.88874E-001,-8.46978E-007,0.00000E+000,-7.87850E-001,6.21960E-004,6,...........
153,153.996,-7.88974E-001,-8.70478E-007,0.00000E+000,-7.88000E-001,3.21960E-004,6,...........
154,154.996,-7.89074E-001,-8.91228E-007,0.00000E+000,-7.88150E-001,6.21960E-004,6,...........
155,155.996,-7.89274E-001,-9.24978E-007,0.00000E+000,-7.88350E-001,2.21960E-004,6,...........
156,156.996,-7.89474E-001,-9.43228E-007,0.00000E+000,-7.88500E-001,2.21960E-004,6,...........
157,157.996,-7.89574E-001,-9.60478E-007,0.00000E+000,-7.88650E-001,4.21960E-004,6,...........
158,158.996,-7.89774E-001,-9.90228E-007,0.00000E+000,-7.88850E-001,2.21960E-004,6,...........
159,159.996,-7.89974E-001,-1.01373E-006,0.00000E+000,-7.89000E-001,1.21960E-004,6,...........
160,160.996,-7.90074E-001,-1.03598E-006,0.00000E+000,-7.89150E-001,2.21960E-004,6,...........
161,161.996,-7.90374E-001,-1.06873E-006,0.00000E+000,-7.89350E-001,6.21960E-004,6,...........
162,162.996,-7.90374E-001,-1.08798E-006,0.00000E+000,-7.89500E-001,2.19600E-005,6,...........
163,163.996,-7.90574E-001,-1.10823E-006,0.00000E+000,-7.89650E-001,3.21960E-004,6,...........
164,164.996,-7.90874E-001,-1.13998E-006,0.00000E+000,-7.89850E-001,1.21960E-004,6,...........
165,165.996,-7.90974E-001,-1.15998E-006,0.00000E+000,-7.90000E-001,2.21960E-004,6,...........
166,166.996,-7.91074E-001,-1.17673E-006,0.00000E+000,-7.90150E-001,1.21960E-004,6,...........
167,167.996,-7.91374E-001,-1.20948E-006,0.00000E+000,-7.90350E-001,2.21960E-004,6,...........
168,168.996,-7.91474E-001,-1.23198E-006,0.00000E+000,-7.90500E-001,3.21960E-004,6,...........
169,169.996,-7.91574E-001,-1.25123E-006,0.00000E+000,-7.90650E-001,1.21960E-004,6,...........
170,170.996,-7.91774E-001,-1.27598E-006,0.00000E+000,-7.90850E-001,2.19600E-005,6,...........
171,171.996,-7.91874E-001,-1.29673E-006,0.00000E+000,-7.91000E-001,2.21960E-004,6,...........
172,172.996,-7.92074E-001,-1.32348E-006,0.00000E+000,-7.91150E-001,2.21960E-004,6,...........
173,173.996,-7.92374E-001,-1.34923E-006,0.00000E+000,-7.91350E-001,7.21960E-004,6,...........
174,174.996,-7.92374E-001,-1.36723E-006,0.00000E+000,-7.91500E-001,2.19600E-005,6,...........
175,175.996,-7.92574E-001,-1.38448E-006,0.00000E+000,-7.91650E-001,5.21960E-004,6,...........
176,176.996,-7.92674E-001,-1.41523E-006,0.00000E+000,-7.91850E-001,1.21960E-004,6,...........
177,177.996,-7.92874E-001,-1.43423E-006,0.00000E+000,-7.92000E-001,1.21960E-004,6,...........
178,178.996,-7.93074E-001,-1.45398E-006,0.00000E+000,-7.92150E-001,3.21960E-004,6,...........
179,179.995,-7.93374E-001,-1.48798E-006,0.00000E+000,-7.92350E-001,2.19600E-005,6,...........
180,180.995,-7.93474E-001,-1.50173E-006,0.00000E+000,-7.92500E-001,1.21960E-004,6,...........
181,181.995,-7.93674E-001,-1.52348E-006,0.00000E+000,-7.92650E-001,1.21960E-004,6,...........
182,182.995,-7.93774E-001,-1.55598E-006,0.00000E+000,-7.92850E-001,1.21960E-004,6,...........
183,183.995,-7.93974E-001,-1.57073E-006,0.00000E+000,-7.93000E-001,6.21960E-004,6,...........
184,184.995,-7.93974E-001,-1.59748E-006,0.00000E+000,-7.93200E-001,1.21960E-004,6,...........
185,185.995,-7.94274E-001,-1.61398E-006,0.00000E+000,-7.93350E-001,6.21960E-004,6,...........
186,186.995,-7.94374E-001,-1.63473E-006,0.00000E+000,-7.93500E-001,2.19600E-005,6,...........
187,187.995,-7.94574E-001,-1.65948E-006,0.00000E+000,-7.93700E-001,1.21960E-004,6,...........
188,188.995,-7.94774E-001,-1.68098E-006,0.00000E+000,-7.93850E-001,2.19600E-005,6,...........
189,189.995,-7.94974E-001,-1.69848E-006,0.00000E+000,-7.94000E-001,1.21960E-004,6,...........
190,190.995,-7.95174E-001,-1.72898E-006,0.00000E+000,-7.94200E-001,1.21960E-004,6,...........
191,191.995,-7.95374E-001,-1.74798E-006,0.00000E+000,-7.94350E-001,1.21960E-004,6,...........
192,192.995,-7.95474E-001,-1.76298E-006,0.00000E+000,-7.94500E-001,5.21960E-004,6,...........
193,193.995,-7.95574E-001,-1.79448E-006,0.00000E+000,-7.94700E-001,2.21960E-004,6,...........
194,194.995,-7.95674E-001,-1.80898E-006,0.00000E+000,-7.94850E-001,2.21960E-004,6,...........
195,195.995,-7.95874E-001,-1.82998E-006,0.00000E+000,-7.95000E-001,2.19600E-005,6,...........
196,196.995,-7.96174E-001,-1.85573E-006,0.00000E+000,-7.95200E-001,4.21960E-004,6,...........
197,197.995,-7.96374E-001,-1.87523E-006,0.00000E+000,-7.95350E-001,5.21960E-004,6,...........
198,198.995,-7.96474E-001,-1.89398E-006,0.00000E+000,-7.95500E-001,1.21960E-004,6,...........
199,199.995,-7.96574E-001,-1.91948E-006,0.00000E+000,-7.95700E-001,3.21960E-004,6,...........
200,200.995,-7.96774E-001,-1.93748E-006,0.00000E+000,-7.95850E-001,2.19600E-005,6,...........
201,201.995,-7.96874E-001,-1.95098E-006,0.00000E+000,-7.96000E-001,6.21960E-004,6,...........
202,202.995,-7.97074E-001,-1.98273E-006,0.00000E+000,-7.96200E-001,2.19600E-005,6,...........
203,203.995,-7.97274E-001,-2.00173E-006,0.00000E+000,-7.96350E-001,1.21960E-004,6,...........
204,204.995,-7.97374E-001,-2.01623E-006,0.00000E+000,-7.96500E-001,2.19600E-005,6,...........
205,205.995,-7.97674E-001,-2.03898E-006,0.00000E+000,-7.96700E-001,2.21960E-004,6,...........
206,206.995,-7.97674E-001,-2.06048E-006,0.00000E+000,-7.96850E-001,2.19600E-005,6,...........
207,207.995,-7.97874E-001,-2.07898E-006,0.00000E+000,-7.97000E-001,2.19600E-005,6,...........
208,208.995,-7.98174E-001,-2.10173E-006,0.00000E+000,-7.97200E-001,5.21960E-004,6,...........
209,209.995,-7.98374E-001,-2.12148E-006,0.00000E+000,-7.97350E-001,1.21960E-004,6,...........
210,210.995,-7.98474E-001,-2.13598E-006,0.00000E+000,-7.97500E-001,1.21960E-004,6,...........
211,211.995,-7.98674E-001,-2.16398E-006,0.00000E+000,-7.97700E-001,6.21960E-004,6,...........
212,212.995,-7.98774E-001,-2.18123E-006,0.00000E+000,-7.97850E-001,1.21960E-004,6,...........
213,213.995,-7.98974E-001,-2.19773E-006,0.00000E+000,-7.98000E-001,6.21960E-004,6,...........
214,214.995,-7.99074E-001,-2.22198E-006,0.00000E+000,-7.98200E-001,1.21960E-004,6,...........
215,215.995,-7.99274E-001,-2.23898E-006,0.00000E+000,-7.98350E-001,2.21960E-004,6,...........
216,216.995,-7.99274E-001,-2.25623E-006,0.00000E+000,-7.98500E-001,1.21960E-004,6,...........
217,217.995,-7.99674E-001,-2.28373E-006,0.00000E+000,-7.98700E-001,1.21960E-004,6,...........
218,218.995,-7.99774E-001,-2.29898E-006,0.00000E+000,-7.98850E-001,4.21960E-004,6,...........
219,219.995,-7.99874E-001,-2.31498E-006,0.00000E+000,-7.99000E-001,1.21960E-004,6,...........
220,220.994,-8.00074E-001,-2.33948E-006,0.00000E+000,-7.99200E-001,2.19600E-005,6,...........
221,221.994,-8.00274E-001,-2.35323E-006,0.00000E+000,-7.99350E-001,2.21960E-004,6,...........
222,222.994,-8.00374E-001,-2.37248E-006,0.00000E+000,-7.99500E-001,4.21960E-004,6,...........
223,223.994,-8.00574E-001,-2.39673E-006,0.00000E+000,-7.99700E-001,2.21960E-004,6,...........
224,224.994,-8.00874E-001,-2.40898E-006,0.00000E+000,-7.99850E-001,2.21960E-004,6,...........
225,225.994,-8.00974E-001,-2.43173E-006,0.00000E+000,-8.00000E-001,-7.80400E-005,6,...........
226,226.994,-8.01174E-001,-2.45023E-006,0.00000E+000,-8.00200E-001,2.21960E-004,6,...........
227,227.994,-8.01274E-001,-2.47223E-006,0.00000E+000,-8.00350E-001,1.21960E-004,6,...........
228,228.994,-8.01374E-001,-2.48848E-006,0.00000E+000,-8.00500E-001,7.21960E-004,6,...........
229,229.994,-8.01574E-001,-2.50998E-006,0.00000E+000,-8.00700E-001,2.21960E-004,6,...........
230,230.994,-8.01774E-001,-2.52423E-006,0.00000E+000,-8.00850E-001,1.21960E-004,6,...........
231,231.994,-8.01874E-001,-2.54223E-006,0.00000E+000,-8.01000E-001,3.21960E-004,6,...........
232,232.994,-8.02074E-001,-2.56773E-006,0.00000E+000,-8.01200E-001,1.21960E-004,6,...........
233,233.994,-8.02274E-001,-2.58498E-006,0.00000E+000,-8.01350E-001,1.21960E-004,6,...........
234,234.994,-8.02474E-001,-2.60423E-006,0.00000E+000,-8.01550E-001,3.21960E-004,6,...........
235,235.994,-8.02774E-001,-2.61923E-006,0.00000E+000,-8.01700E-001,6.21960E-004,6,...........
236,236.994,-8.02774E-001,-2.63448E-006,0.00000E+000,-8.01850E-001,4.21960E-004,6,...........
237,237.994,-8.02874E-001,-2.65748E-006,0.00000E+000,-8.02050E-001,1.21960E-004,6,...........
238,238.994,-8.03174E-001,-2.66973E-006,0.00000E+000,-8.02200E-001,5.21960E-004,6,...........
239,239.994,-8.03174E-001,-2.68948E-006,0.00000E+000,-8.02350E-001,6.21960E-004,6,...........
240,240.994,-8.03374E-001,-2.71198E-006,0.00000E+000,-8.02550E-001,4.21960E-004,6,...........
241,241.994,-8.03674E-001,-2.72948E-006,0.00000E+000,-8.02700E-001,5.21960E-004,6,...........
242,242.994,-8.03774E-001,-2.74573E-006,0.00000E+000,-8.02850E-001,1.21960E-004,6,...........
243,243.994,-8.03874E-001,-2.77123E-006,0.00000E+000,-8.03050E-001,2.19600E-005,6,...........
244,244.994,-8.04174E-001,-2.77998E-006,0.00000E+000,-8.03200E-001,2.19600E-005,6,...........
245,245.994,-8.04274E-001,-2.79798E-006,0.00000E+000,-8.03350E-001,3.21960E-004,6,...........
246,246.994,-8.04474E-001,-2.82773E-006,0.00000E+000,-8.03550E-001,6.21960E-004,6,...........
247,247.994,-8.04574E-001,-2.83823E-006,0.00000E+000,-8.03700E-001,1.21960E-004,6,...........
248,248.994,-8.04674E-001,-2.85298E-006,0.00000E+000,-8.03850E-001,2.21960E-004,6,...........
249,249.994,-8.04974E-001,-2.87498E-006,0.00000E+000,-8.04050E-001,5.21960E-004,6,...........
250,250.994,-8.05174E-001,-2.88798E-006,0.00000E+000,-8.04200E-001,7.21960E-004,6,...........
251,251.994,-8.05274E-001,-2.90073E-006,0.00000E+000,-8.04350E-001,2.21960E-004,6,...........
252,252.994,-8.05474E-001,-2.92423E-006,0.00000E+000,-8.04550E-001,1.21960E-004,6,...........
253,253.994,-8.05674E-001,-2.93898E-006,0.00000E+000,-8.04700E-001,2.19600E-005,6,...........
254,254.994,-8.05774E-001,-2.95323E-006,0.00000E+000,-8.04850E-001,5.21960E-004,6,...........
255,255.994,-8.05974E-001,-2.97498E-006,0.00000E+000,-8.05050E-001,2.19600E-005,6,...........
256,256.994,-8.06074E-001,-2.98998E-006,0.00000E+000,-8.05200E-001,1.21960E-004,6,...........
257,257.994,-8.06274E-001,-3.00523E-006,0.00000E+000,-8.05350E-001,2.21960E-004,6,...........
258,258.994,-8.06574E-001,-3.02973E-006,0.00000E+000,-8.05550E-001,4.21960E-004,6,...........
